Ticker,industry,sector,averageVolume,averageVolume10days,marketCap
STNG,Oil & Gas Midstream,Energy,1135662,963760,2534191872
SMG,Agricultural Inputs,Basic Materials,748611,776690,3621696768
SA,Gold,Basic Materials,400036,312290,1015976000
SDRL,Oil & Gas Drilling,Energy,511940,1526620,3277721088
SEE,Packaging & Containers,Consumer Cyclical,1280924,1433520,5831750656
SEAS,Leisure,Consumer Cyclical,851129,688580,3690746368
SEM,Medical Care Facilities,Healthcare,583616,646770,3958734592
SRE,Utilities—Diversified,Utilities,1187198,980690,45681319936
ST,Scientific & Technical Instruments,Technology,1003911,832800,6777791488
SXT,Specialty Chemicals,Basic Materials,129508,130620,3003576832
SQNS,Semiconductors,Technology,68606,123500,135869520
SCI,Personal Services,Consumer Cyclical,955150,953080,10034297856
NOW,Software—Application,Technology,1588306,1014290,114679136256
SHW,Specialty Chemicals,Basic Materials,1366455,1328500,68116488192
SHG,Banks—Regional,Financial Services,119988,100780,13839865856
SFL,Marine Shipping,Industrials,930447,867590,1194418304
SSTK,Internet Content & Information,Communication Services,705631,697010,1787762560
SIG,Luxury Goods,Consumer Cyclical,963178,940070,3040573184
SVM,Silver,Basic Materials,1196342,825230,520221248
SPG,REIT—Retail,Real Estate,1427059,1758350,43805380608
SSD,Lumber & Wood Production,Basic Materials,158942,151090,5818081792
SITC,REIT—Retail,Real Estate,1891856,2488185,2799664640
SIX,Leisure,Consumer Cyclical,2122157,2749490,2197872640
SJW,Utilities—Regulated Water,Utilities,192198,209060,2211539200
SKM,Telecom Services,Communication Services,521855,554100,7791416832
SKX,Footwear & Accessories,Consumer Cyclical,1922800,1741450,8278268928
SLG,REIT—Office,Real Estate,2719978,4181850,1976050304
SM,Oil & Gas E&P,Energy,1839939,2350280,3778360064
SNN,Medical Devices,Healthcare,897703,843000,13362713600
SNA,Tools & Accessories,Industrials,304363,268130,15184015360
SQM,Specialty Chemicals,Basic Materials,1893000,1034430,21868445696
SWI,Software—Infrastructure,Technology,426750,432660,1710633472
SAH,Auto & Truck Dealerships,Consumer Cyclical,313603,273780,1725288704
SON,Packaging & Containers,Consumer Cyclical,491565,463990,5850893824
SOR,Asset Management,Financial Services,12786,15830,323404096
SO,Utilities—Regulated Electric,Utilities,4070206,3781770,76949528576
SCCO,Copper,Basic Materials,1167822,994970,56297287680
LUV,Airlines,Industrials,7158090,6772460,22041505792
SWX,Utilities—Regulated Gas,Utilities,529650,481830,4554090496
SWN,Oil & Gas E&P,Energy,20879768,23564470,6640658432
SPE,Asset Management,Financial Services,21029,20670,129761160
SE,Internet Retail,Consumer Cyclical,4628878,3942870,32840144896
SPB,Household & Personal Products,Consumer Defensive,799288,810420,3215572736
SPR,Aerospace & Defense,Industrials,3125493,3169740,3131198464
SRC,REIT—Diversified,Real Estate,633285,717170,5602425856
S,Software—Infrastructure,Technology,8631781,7060840,4418368512
JOE,Real Estate—Diversified,Real Estate,167988,206470,2854390784
STAG,REIT—Industrial,Real Estate,2469280,3669490,6675494912
SMP,Auto Parts,Consumer Cyclical,85377,76680,822832704
SXI,Specialty Industrial Machinery,Industrials,70503,100130,1678161792
SWK,Tools & Accessories,Industrials,1600013,1376010,14164196352
STN,Engineering & Construction,Industrials,61714,62980,7215275520
SGU,Oil & Gas Refining & Marketing,Energy,46285,23860,468886240
SCX,Tools & Accessories,Industrials,15070,16830,81554384
SRT,Information Technology Services,Technology,27657,17940,118149032
STWD,REIT—Mortgage,Real Estate,3446531,3997380,6251103744
STT,Asset Management,Financial Services,2709721,1750640,24848814080
SPLP,Conglomerates,Industrials,4481,2430,1029177728
SCS,Business Equipment & Supplies,Industrials,1141206,1458660,901763712
SCM,Asset Management,Financial Services,146637,141710,296492000
SCL,Specialty Chemicals,Basic Materials,121659,111400,2132914432
STE,Medical Devices,Healthcare,437519,442270,21618380800
STC,Insurance—Property & Casualty,Financial Services,193439,234390,1131761536
SF,Capital Markets,Financial Services,622424,570110,6383779840
STM,Semiconductors,Technology,3439680,2768430,45249183744
EDF,Asset Management,Financial Services,71365,67330,77983128
EDI,Asset Management,Financial Services,41326,34450,52525724
SRI,Auto Parts,Consumer Cyclical,140701,113960,519176000
STRI,Semiconductor Equipment & Materials,Technology,781,137,604560
LRN,Education & Training Services,Consumer Defensive,400840,289770,1602312192
SYK,Medical Devices,Healthcare,1283926,1182170,113123180544
RGR,Aerospace & Defense,Industrials,110142,97140,942425088
SPH,Utilities—Regulated Gas,Utilities,200749,159250,935925120
SMFG,Banks—Diversified,Financial Services,2318514,1401290,57924374528
INN,REIT—Hotel & Motel,Real Estate,954081,1038770,722191680
SMLP,Oil & Gas Midstream,Energy,8983,5070,167228400
SUI,REIT—Residential,Real Estate,618549,666420,17082524672
SLF,Insurance—Diversified,Financial Services,433595,412750,30741737472
SXC,Coking Coal,Basic Materials,593257,599300,677296448
SU,Oil & Gas Integrated,Energy,4509457,3440670,38934523904
SHO,REIT—Hotel & Motel,Real Estate,2064175,1705140,2153860608
SUP,Auto Parts,Consumer Cyclical,66959,54290,104940096
SWZ,Asset Management,Financial Services,22800,14050,109129272
SYT,Software—Application,Technology,7050,620,171953104
SNX,Electronics & Computer Distribution,Technology,387549,531640,8608811008
SNV,Banks—Regional,Financial Services,1586614,1179160,4529626624
SYY,Food Distribution,Consumer Defensive,2478401,2109720,38222581760
TMUS,Telecom Services,Communication Services,6525555,4527550,167180681216
TWN,Asset Management,Financial Services,15555,17820,238830816
TSM,Semiconductors,Technology,11944237,8728760,534978199552
TAL,Education & Training Services,Consumer Defensive,7336426,7100610,3888751360
SKT,REIT—Retail,Real Estate,1009465,885880,2327655424
TRGP,Oil & Gas Midstream,Energy,1578514,1547170,17405724672
TGT,Discount Stores,Consumer Defensive,5277196,5377700,62245982208
TARO,Drug Manufacturers—Specialty & Generic,Healthcare,53703,166760,1393648128
TMHC,Residential Construction,Consumer Cyclical,1197721,1046310,5320349696
TSI,Asset Management,Financial Services,97583,103810,219812832
TEL,Electronic Components,Technology,1425459,1333880,44235845632
TISI,Specialty Business Services,Industrials,109518,49360,41001108
TK,Oil & Gas Midstream,Energy,725259,650600,603381824
TNK,Oil & Gas Midstream,Energy,465268,406440,1297912960
TRC,Conglomerates,Industrials,35455,37460,463692576
TEO,Telecom Services,Communication Services,108214,259770,3547010560
TDY,Scientific & Technical Instruments,Technology,256300,207820,19309867008
TFX,Medical Instruments & Supplies,Healthcare,291785,338840,11213553664
TEF,Telecom Services,Communication Services,1033334,929850,23759349760
VIV,Telecom Services,Communication Services,1780459,1413810,15243671552
TDS,Telecom Services,Communication Services,2376493,1754780,963624896
TU,Telecom Services,Communication Services,1385783,1455240,28467425280
TDF,Asset Management,Financial Services,47226,29690,312349888
EMF,Asset Management,Financial Services,14127,12710,187948592
TEI,Asset Management,Financial Services,115508,97300,244078736
GIM,Asset Management,Financial Services,182334,189490,428964576
TPX,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1961386,1582030,6841502720
TS,Oil & Gas Equipment & Services,Energy,2327795,1819380,17631305728
THC,Medical Care Facilities,Healthcare,1405331,1014970,8292411904
TNC,Specialty Industrial Machinery,Industrials,87432,76310,1505619584
TDC,Software—Infrastructure,Technology,850419,868320,5430081024
TER,Semiconductor Equipment & Materials,Technology,1687052,1697590,17291499520
TEX,Farm & Heavy Construction Machinery,Industrials,875336,646710,4136477952
TX,Steel,Basic Materials,222000,112390,7887655424
TRNO,REIT—Industrial,Real Estate,549770,540960,5041277440
TTI,Oil & Gas Equipment & Services,Energy,1059180,1339890,439956608
TEVA,Drug Manufacturers—Specialty & Generic,Healthcare,13178231,9507540,8440655872
TPL,Oil & Gas E&P,Energy,31337,23840,10379288576
TGH,Rental & Leasing Services,Industrials,302304,260310,1693772160
TXT,Aerospace & Defense,Industrials,1286737,969970,13722307584
THR,Specialty Industrial Machinery,Industrials,167837,254430,898272256
TMO,Diagnostics & Research,Healthcare,1592160,1577750,200231616512
TC,Internet Content & Information,Communication Services,149978,18840,12078716
TRI,Specialty Business Services,Industrials,415683,483370,60730245120
THO,Recreational Vehicles,Consumer Cyclical,569114,526430,5533924352
TDW,Oil & Gas Equipment & Services,Energy,655537,978650,2751266304
TLYS,Apparel Retail,Consumer Cyclical,236365,177670,211248784
TKR,Tools & Accessories,Industrials,591259,489700,6698003456
